Rating,Title,Full Comment,Upvotes,Downvotes,Date
10,One of the best anime I have ever watched,No content,3,0,"Feb 19, 2025"
10,Wow!!💥,One of the best anime i ever watch!!!! Must watch!!!,3,0,"Jan 31, 2021"
10,Goated!!!,"I for a certainty believe that this is the best anime series to date. I got spoiled the ending of the story, aswell as some character deaths, and I still think this show is a perfect 10/10. If I hadn't been spoiled, perhaps this would not just have been my favourite anime ever, but my favourite series overall. Actually it probably is, it's just that good!",3,0,"Mar 6, 2021"
10,Great anime with interesting story,"I'm not an expert in anime and I've never read the manga, however, I can tell you the anime is simply amazing. From the talented casts, the top-quality animation, and to the compelling storytelling. Not many anime can surpass Attack on Titan in terms of viewer and fanbase and there are reasons why it became such a well-known anime. From the initial moment you watch the first episode, you are constantly left on the edge of your seat and when each episode ends it leaves you wanting for more. As you move further on to the next episode, the story doesn't get stale and, surprisingly, it gets more and more interesting and as it gets deeper into the story, it makes you wonder endlessly about the story behind the Titan and the characters. The anime is praised for its amazing plot. On the outside, it may seem like a simple story: human vs monster. Who will win? However, as the story slowly unwrap it true form, it makes you realize that it's not as simple as you think and many of the events in the anime are somehow connected and important later on in the storyline. It makes you want to surrender all your attention to the story and use your imagination to come up with theories to fill your curiosity. Apart from the amazing story, the animation is top quality and the sound is just outstanding. Compared to other action anime, there is none that feel as smooth and realistic as Attack on Titan. The character feels real and the environment is unique and believable. The only downside I can think of this anime is how there are inconsistency in the story every once in a while, but, still, the story is too good to miss out on.",3,0,"Mar 5, 2021"
10,Best anime ever created.,"I can't describe in words how EPIC this anime is. The moments and the songs fit perfectly and make the best experience when watching it. Everytime i watch a fight or other epic moments i'm getting that tingly feeling. This is the best anime ever created, i would recommend this to everyone who starts watching anime.",3,0,"Feb 22, 2021"
10,"Legendary, Top-Tier, MUSTWATCH","One of the best anime, let alone shows, i have watched. Absolutely world class, thriller filled with enticing twists that will leave you at the edge of your seat wondering who os the genius that came up with such an intricate plot, all of which is greatly accompanied, AMPLIFIED, by what is one of the best OST I have ever heard, often thrilling and perfectly dramatic, but also sometimes emotional and touching. I have not been as thrilled by a show/anime for a while, ever since Breaking Bad and Naruto actually.",3,0,"Jan 12, 2021"
10,Good anime,God I love this anime I could watch it 10 times and still not get bored,3,0,"Feb 15, 2021"
10,Masterpiece.,No content,3,0,"Aug 25, 2021"
10,Amazing masterpiece,No content,3,0,"Jan 18, 2022"
10,Best anime,Best anime ever I hope if can l forget this anime so I can watch it again,3,0,"Mar 5, 2021"
10,Amazing anime,No content,3,0,"Feb 28, 2021"
10,You Will Not Regret After Watching This,"One of the best anime series in the history.. The story, music, animation is just perfect... Best part is its story which makes you to watch episode after episode.. the ost are on another level... No more words....",12,6,"Mar 4, 2022"
10,"Amazing Story, Awesome Action, A Must Watch","A very unique and emotionally gripping story. Probably the best new anime of 2013. I enjoyed it so much I had a Netflix marathon and watched every episode of Season 1 over the course of a few days.

Pity we have some hecklers who are butthurt and say the character development is missing and clichéd and that the story goes nowhere. I disagree; I love the characters and I love the story; one of the most unique stories I have ever seen, in fact. It's only season 1, so stop expecting to know all the answers. Season 1 is meant to keep up suspense and interest in the show, and as far as I'm concerned, I want to know more. I want to know more about the Titans. I want to know more about the characters.

10/10. Can't wait for Season 2.",12,6,"Dec 23, 2014"
10,It's a really good anime. You were born to see it at least once in your life.,No content,5,1,"Jan 22, 2022"
10,"Op fans, what is Your problem?","I dont care, but guys, if aot is 100x your anime there is a motive. Stop crying",5,1,"Feb 22, 2021"
10,Shingeki no kyojin,"Aot is outstanding anime of all time. It set record on tv history by its rating and so much hype for it, beside that Aot follows the great storyline and this make it a masterpiece series. In early time while iam watching Aot it seems some kind regular monsters or zombies show where people are scared of it always try to save their life.but after watching its some of episode it will make a big of Aot, it is not as other anime i watched. I can't explain my clear feeling on Aot . It has also teach us that we made our own enemy by ownself and chain of hatred shall continu for the centuries. I love eren yaeger and levi Ackerman and others main character. These two shares the same darkest past in anime but both have their own mindset of dealing with chaos.",5,1,"Jan 21, 2022"
10,BEST STORYTELLING,"I didn't think Aot was good at first, but when I look back I realize that so much thought and care is put into the story, and everything just clicks and adds up. This is Easily one of the best pieces of storytelling in history. If I had to choose one show to watch for the rest of my life, I would choose Attack on Titan. I freaking LOVE this show.",5,1,"Apr 1, 2021"
